report_id,title,description,area,time_of_day,population_density,distance_to_school_km,complaint_age_hours,nearby_open_reports,brightness,edge_density,red_ratio,brown_ratio,green_ratio,blue_ratio,issue_type,severity_score,priority,recommended_team
CP-00117,Dark Road near Richmond Road,dark road reported at Richmond Road during evening. dangerous elderly night needs attention from city staff.,Richmond Road,evening,0.43,2.32,92,6,65.06,0.142,0.278,0.322,0.232,0.364,Broken Light,94,P1 Emergency,Electrical team
CP-00118,Dark Road near MG Road,dark road reported at MG Road during evening. main road dangerous needs attention from city staff.,MG Road,evening,0.37,2.16,73,6,54.3,0.359,0.229,0.087,0.072,0.171,Broken Light,87,P1 Emergency,Electrical team
CP-00119,Flooding near Indiranagar,flooding reported at Indiranagar during morning. main road needs attention from city staff.,Indiranagar,morning,0.61,1.07,11,1,153.01,0.693,0.117,0.236,0.436,0.514,Water Leak,69,P2 High,Drainage crew
CP-00120,Street Light near Whitefield,street light reported at Whitefield during morning.  needs attention from city staff.,Whitefield,morning,0.89,2.29,87,2,36.65,0.702,0.159,0.368,0.195,0.31,Broken Light,84,P1 Emergency,Electrical team
CP-00121,Drain Water near Richmond Road,drain water reported at Richmond Road during night. traffic jam needs attention from city staff.,Richmond Road,night,0.54,2.48,27,4,140.37,0.759,0.046,0.084,0.482,0.503,Water Leak,84,P1 Emergency,Drainage crew
CP-00122,Sewage Overflow near Ulsoor,sewage overflow reported at Ulsoor during morning. night elderly needs attention from city staff.,Ulsoor,morning,0.51,2.97,80,2,150.2,0.673,0.104,0.407,0.065,0.405,Water Leak,84,P1 Emergency,Water works team
CP-00123,Overflowing Bin near Ulsoor,overflowing bin reported at Ulsoor during night. elderly school needs attention from city staff.,Ulsoor,night,0.39,2.24,89,2,108.79,0.491,0.065,0.218,0.424,0.056,Garbage,72,P2 High,Sanitation team
CP-00124,Sewage Overflow near Richmond Road,sewage overflow reported at Richmond Road during night. main road children traffic jam night needs attention from city staff.,Richmond Road,night,0.62,0.34,4,3,66.73,0.311,0.164,0.126,0.262,0.71,Water Leak,100,P1 Emergency,Water works team
CP-00125,Electric Pole near Whitefield,electric pole reported at Whitefield during afternoon. night urgent elderly needs attention from city staff.,Whitefield,afternoon,0.99,0.4,84,3,69.63,0.919,0.142,0.24,0.453,0.319,Broken Light,100,P1 Emergency,Electrical team
CP-00126,Fallen Tree near Ulsoor,fallen tree reported at Ulsoor during afternoon. elderly school needs attention from city staff.,Ulsoor,afternoon,0.86,2.83,73,5,105.16,0.581,0.072,0.637,0.175,0.409,Road Block,100,P1 Emergency,Traffic response team
CP-00127,Race Car upload,race car image captured at Richmond Road during afternoon. Non-civic content without a public infrastructure problem.,Richmond Road,afternoon,0.78,3.67,5,2,107.64,0.265,0.379,0.118,0.195,0.066,Unsupported,22,P4 Low,Manual review
CP-00128,Broken Lamp near Whitefield,broken lamp reported at Whitefield during morning. dangerous children needs attention from city staff.,Whitefield,morning,0.85,1.42,55,3,56.87,0.351,0.101,0.365,0.089,0.6,Broken Light,90,P1 Emergency,Electrical team
CP-00129,Concept Art upload,concept art image captured at Jayanagar during morning. Non-civic content without a public infrastructure problem.,Jayanagar,morning,0.95,1.9,11,0,160.56,0.313,0.566,0.026,0.086,0.063,Unsupported,25,P4 Low,Manual review
CP-00130,Garbage near Whitefield,garbage reported at Whitefield during morning. dangerous needs attention from city staff.,Whitefield,morning,0.41,0.32,76,3,103.11,0.454,0.032,0.236,0.558,0.605,Garbage,82,P1 Emergency,Sanitation team
CP-00131,Road Crack near Koramangala,road crack reported at Koramangala during afternoon.  needs attention from city staff.,Koramangala,afternoon,0.54,2.86,18,2,30.95,0.906,0.183,0.702,0.206,0.165,Pothole,88,P1 Emergency,Emergency roads crew
CP-00132,Damaged Lane near Whitefield,damaged lane reported at Whitefield during evening. school dangerous accident risk needs attention from city staff.,Whitefield,evening,0.97,1.14,18,3,64.31,0.866,0.168,0.675,0.342,0.55,Pothole,100,P1 Emergency,Emergency roads crew
CP-00133,Road Blocked near Whitefield,road blocked reported at Whitefield during afternoon. elderly accident risk needs attention from city staff.,Whitefield,afternoon,0.62,0.44,64,9,31.36,0.827,0.033,0.247,0.188,0.283,Road Block,100,P1 Emergency,Emergency clearing crew
CP-00134,Garbage near MG Road,garbage reported at MG Road during evening. dangerous urgent accident risk needs attention from city staff.,MG Road,evening,0.41,3.23,51,8,65.84,0.679,0.222,0.287,0.495,0.456,Garbage,95,P1 Emergency,Sanitation team
CP-00135,Road Blocked near Whitefield,road blocked reported at Whitefield during evening. school night traffic jam accident risk needs attention from city staff.,Whitefield,evening,0.77,2.57,31,0,59.12,0.857,0.059,0.406,0.049,0.473,Road Block,100,P1 Emergency,Traffic response team
CP-00136,Supercar upload,supercar image captured at Whitefield during night. Non-civic content without a public infrastructure problem.,Whitefield,night,0.96,2.71,2,1,63.38,0.285,0.535,0.056,0.023,0.239,Unsupported,23,P4 Low,Manual review
CP-00137,Road Blocked near Koramangala,road blocked reported at Koramangala during morning. school needs attention from city staff.,Koramangala,morning,0.42,1.81,6,0,59.13,0.476,0.126,0.115,0.514,0.603,Road Block,83,P1 Emergency,Emergency clearing crew
CP-00138,Garbage near Koramangala,garbage reported at Koramangala during evening. night needs attention from city staff.,Koramangala,evening,0.34,2.37,7,2,55.71,0.513,0.041,0.273,0.589,0.609,Garbage,69,P2 High,Sanitation team
CP-00139,Road Crack near Ulsoor,road crack reported at Ulsoor during afternoon. accident risk needs attention from city staff.,Ulsoor,afternoon,0.6,2.09,64,3,137.19,0.75,0.229,0.605,0.514,0.036,Pothole,94,P1 Emergency,Roads team
CP-00140,Water Filled Hole near Indiranagar,water filled hole reported at Indiranagar during afternoon. elderly accident risk urgent needs attention from city staff.,Indiranagar,afternoon,0.56,3.37,19,4,34.88,0.447,0.254,0.808,0.391,0.273,Pothole,93,P1 Emergency,Roads team
CP-00141,Water Leak near Ulsoor,water leak reported at Ulsoor during night.  needs attention from city staff.,Ulsoor,night,0.75,0.5,38,4,156.15,0.858,0.128,0.544,0.193,0.46,Water Leak,94,P1 Emergency,Water works team
CP-00142,Fallen Tree near MG Road,fallen tree reported at MG Road during night.  needs attention from city staff.,MG Road,night,0.6,1.45,69,5,174.34,0.254,0.107,0.187,0.084,0.127,Road Block,88,P1 Emergency,Traffic response team
CP-00143,Dark Road near Whitefield,dark road reported at Whitefield during evening.  needs attention from city staff.,Whitefield,evening,0.55,0.22,39,4,13.87,0.226,0.268,0.558,0.315,0.394,Broken Light,67,P2 High,Electrical team
CP-00144,Supercar upload,supercar image captured at Jayanagar during afternoon. Non-civic content without a public infrastructure problem.,Jayanagar,afternoon,0.87,2.14,8,0,110.99,0.114,0.237,0.164,0.184,0.133,Unsupported,22,P4 Low,Manual review
CP-00145,Flooding near Indiranagar,flooding reported at Indiranagar during afternoon. elderly main road needs attention from city staff.,Indiranagar,afternoon,0.93,1.0,58,2,25.54,0.6,0.091,0.206,0.238,0.379,Water Leak,92,P1 Emergency,Water works team
CP-00146,Road Blocked near Jayanagar,road blocked reported at Jayanagar during night. main road needs attention from city staff.,Jayanagar,night,0.84,1.29,70,7,75.05,0.555,0.11,0.19,0.034,0.426,Road Block,96,P1 Emergency,Emergency clearing crew
CP-00147,3D Artwork upload,3d artwork image captured at Ulsoor during afternoon. Non-civic content without a public infrastructure problem.,Ulsoor,afternoon,0.98,3.41,10,1,157.35,0.156,0.531,0.07,0.186,0.277,Unsupported,25,P4 Low,Manual review
CP-00148,Crater near Ulsoor,crater reported at Ulsoor during night. night school needs attention from city staff.,Ulsoor,night,0.66,0.66,5,1,28.99,0.587,0.035,0.729,0.196,0.438,Pothole,87,P1 Emergency,Emergency roads crew
CP-00149,Sports Car upload,sports car image captured at Whitefield during evening. Non-civic content without a public infrastructure problem.,Whitefield,evening,0.97,2.25,10,1,133.52,0.385,0.394,0.064,0.159,0.197,Unsupported,24,P4 Low,Manual review
CP-00150,Digital Render upload,digital render image captured at Whitefield during afternoon. Non-civic content without a public infrastructure problem.,Whitefield,afternoon,0.8,2.14,6,1,130.31,0.125,0.461,0.028,0.114,0.133,Unsupported,26,P4 Low,Manual review
CP-00151,Display Shot upload,display shot image captured at Whitefield during night. Non-civic content without a public infrastructure problem.,Whitefield,night,0.26,3.32,10,2,79.13,0.365,0.362,0.16,0.084,0.145,Unsupported,21,P4 Low,Manual review
CP-00152,Pothole near Koramangala,pothole reported at Koramangala during morning. night needs attention from city staff.,Koramangala,morning,0.51,3.11,21,1,107.53,0.918,0.053,0.365,0.345,0.348,Pothole,79,P1 Emergency,Emergency roads crew
CP-00153,Porsche upload,porsche image captured at Indiranagar during evening. Non-civic content without a public infrastructure problem.,Indiranagar,evening,0.75,3.49,2,1,154.75,0.304,0.455,0.092,0.03,0.098,Unsupported,22,P4 Low,Manual review
CP-00154,Sewage Overflow near Ulsoor,sewage overflow reported at Ulsoor during afternoon. accident risk dangerous night needs attention from city staff.,Ulsoor,afternoon,0.53,1.37,24,7,27.14,0.449,0.096,0.547,0.319,0.677,Water Leak,96,P1 Emergency,Drainage crew
CP-00155,Drain Water near Jayanagar,drain water reported at Jayanagar during night. traffic jam urgent elderly main road needs attention from city staff.,Jayanagar,night,0.97,2.42,61,9,161.06,0.48,0.05,0.589,0.399,0.773,Water Leak,100,P1 Emergency,Water works team
CP-00156,Supercar upload,supercar image captured at Indiranagar during afternoon. Non-civic content without a public infrastructure problem.,Indiranagar,afternoon,0.34,3.05,1,2,152.84,0.266,0.218,0.105,0.126,0.28,Unsupported,22,P4 Low,Manual review
CP-00157,Drain Water near Ulsoor,drain water reported at Ulsoor during morning.  needs attention from city staff.,Ulsoor,morning,0.94,1.99,13,4,158.8,0.819,0.249,0.186,0.367,0.572,Water Leak,74,P2 High,Drainage crew
CP-00158,Concept Art upload,concept art image captured at Whitefield during night. Non-civic content without a public infrastructure problem.,Whitefield,night,0.92,3.35,12,1,92.24,0.143,0.396,0.128,0.031,0.283,Unsupported,21,P4 Low,Manual review
CP-00159,Vehicle Obstruction near Indiranagar,vehicle obstruction reported at Indiranagar during night. traffic jam children needs attention from city staff.,Indiranagar,night,0.82,3.04,8,8,146.64,0.135,0.207,0.274,0.434,0.377,Road Block,100,P1 Emergency,Traffic response team
CP-00160,Waste Pile near MG Road,waste pile reported at MG Road during afternoon. traffic jam urgent main road needs attention from city staff.,MG Road,afternoon,0.46,2.89,65,6,121.67,0.184,0.038,0.255,0.628,0.141,Garbage,92,P1 Emergency,Waste collection crew
CP-00161,Electric Pole near MG Road,electric pole reported at MG Road during morning. dangerous accident risk needs attention from city staff.,MG Road,morning,0.37,2.02,28,3,55.59,0.649,0.097,0.278,0.031,0.551,Broken Light,70,P2 High,Electrical team
CP-00162,Construction Debris near Jayanagar,construction debris reported at Jayanagar during evening. traffic jam accident risk children needs attention from city staff.,Jayanagar,evening,0.57,1.35,45,7,60.32,0.472,0.199,0.539,0.23,0.09,Road Block,100,P1 Emergency,Emergency clearing crew
CP-00163,Road Blocked near Richmond Road,road blocked reported at Richmond Road during evening. accident risk dangerous needs attention from city staff.,Richmond Road,evening,0.99,2.26,36,4,124.98,0.88,0.193,0.139,0.294,0.183,Road Block,96,P1 Emergency,Emergency clearing crew
CP-00164,Overflowing Bin near Koramangala,overflowing bin reported at Koramangala during night. children accident risk needs attention from city staff.,Koramangala,night,0.54,0.17,91,9,150.56,0.368,0.208,0.452,0.656,0.343,Garbage,97,P1 Emergency,Waste collection crew
CP-00165,Fallen Tree near Richmond Road,fallen tree reported at Richmond Road during evening. dangerous needs attention from city staff.,Richmond Road,evening,0.79,1.98,24,5,124.71,0.267,0.086,0.569,0.243,0.623,Road Block,88,P1 Emergency,Emergency clearing crew
CP-00166,Crater near Richmond Road,crater reported at Richmond Road during morning. dangerous needs attention from city staff.,Richmond Road,morning,0.9,1.37,39,6,28.65,0.652,0.064,0.776,0.237,0.407,Pothole,98,P1 Emergency,Roads team
CP-00167,Water Leak near Koramangala,water leak reported at Koramangala during morning. school needs attention from city staff.,Koramangala,morning,0.59,0.77,22,9,142.32,0.491,0.221,0.075,0.346,0.54,Water Leak,100,P1 Emergency,Drainage crew
CP-00168,Concept Art upload,concept art image captured at Whitefield during evening. Non-civic content without a public infrastructure problem.,Whitefield,evening,0.82,2.48,10,2,127.7,0.333,0.253,0.15,0.073,0.121,Unsupported,25,P4 Low,Manual review
CP-00169,Electric Pole near Indiranagar,electric pole reported at Indiranagar during morning. children night elderly dangerous needs attention from city staff.,Indiranagar,morning,0.42,2.56,17,3,62.35,0.575,0.072,0.251,0.365,0.045,Broken Light,84,P1 Emergency,Electrical team
CP-00170,Pothole near Whitefield,pothole reported at Whitefield during night. urgent main road needs attention from city staff.,Whitefield,night,0.58,0.48,33,7,132.3,0.743,0.201,0.595,0.243,0.089,Pothole,100,P1 Emergency,Emergency roads crew
CP-00171,Pothole near MG Road,pothole reported at MG Road during night. dangerous accident risk needs attention from city staff.,MG Road,night,0.4,0.74,34,8,175.7,0.664,0.132,0.673,0.311,0.639,Pothole,96,P1 Emergency,Roads team
CP-00172,Water Filled Hole near Jayanagar,water filled hole reported at Jayanagar during morning. children school urgent needs attention from city staff.,Jayanagar,morning,0.79,0.4,33,3,93.08,0.598,0.096,0.751,0.451,0.614,Pothole,100,P1 Emergency,Emergency roads crew
CP-00173,Crater near Indiranagar,crater reported at Indiranagar during evening. urgent main road elderly needs attention from city staff.,Indiranagar,evening,0.52,1.56,80,4,160.56,0.612,0.234,0.478,0.232,0.674,Pothole,100,P1 Emergency,Emergency roads crew
CP-00174,Garbage near Whitefield,garbage reported at Whitefield during afternoon.  needs attention from city staff.,Whitefield,afternoon,0.33,3.19,62,9,128.54,0.232,0.125,0.246,0.615,0.485,Garbage,88,P1 Emergency,Sanitation team
CP-00175,Sewage Overflow near Richmond Road,sewage overflow reported at Richmond Road during morning.  needs attention from city staff.,Richmond Road,morning,0.3,2.31,2,8,142.8,0.564,0.171,0.636,0.375,0.596,Water Leak,85,P1 Emergency,Water works team
CP-00176,Dumped Bags near Jayanagar,dumped bags reported at Jayanagar during morning. elderly school needs attention from city staff.,Jayanagar,morning,0.26,3.27,65,7,156.3,0.81,0.049,0.33,0.3,0.68,Garbage,85,P1 Emergency,Waste collection crew
CP-00177,Dumped Bags near Richmond Road,dumped bags reported at Richmond Road during night.  needs attention from city staff.,Richmond Road,night,0.32,1.77,41,1,176.91,0.706,0.034,0.274,0.61,0.393,Garbage,69,P2 High,Waste collection crew
CP-00178,Construction Debris near Koramangala,construction debris reported at Koramangala during morning. children needs attention from city staff.,Koramangala,morning,0.86,2.96,43,8,142.79,0.584,0.209,0.249,0.26,0.086,Road Block,100,P1 Emergency,Traffic response team
CP-00179,Dark Road near MG Road,dark road reported at MG Road during night. night dangerous needs attention from city staff.,MG Road,night,0.36,2.52,93,6,56.45,0.593,0.077,0.606,0.228,0.331,Broken Light,95,P1 Emergency,Electrical team
